Payer	Debit_CreditInd.	PercentofPayAmount	DaystoPay
300052	S	68.69011025	21
300052	S	67.28367562	21
300052	S	67.28367562	21
300052	S	76.40845482	21
300052	S	68.79842717	21
300052	S	68.3141036	21
300052	S	66.54519522	21
300052	S	93.90048275	20
300052	S	86.37422009	20
300052	S	67.27172436	20
300052	S	87.3314498	20
300052	S	86.42540984	20
300052	S	86.37422009	20
300052	S	6.008708986	21
300052	S	84.44516672	21
300052	S	96.47457653	21
300052	S	84.74111853	24
300052	S	86.37422009	22
300052	S	91.88111007	21
300052	S	86.42540984	21
300052	S	67.74581027	21
300052	S	90.19482899	21
300052	S	77.13429553	21
300052	S	89.29503605	21
300052	S	78.71560214	21
300052	S	89.04024758	21
300052	S	71.59261213	20
300052	S	92.80508621	21
300052	S	97.17643803	24
300052	S	97.17192722	24
300052	S	97.4823852	24
300052	S	96.46994843	24
300052	S	97.32737144	24
300052	S	97.25067315	23
300052	S	97.29831643	23
300052	S	97.0672465	23
300052	S	97.19597452	23
300052	S	97.52966979	23
300052	S	97.24484602	22
300052	S	97.07664906	22
300052	S	97.28814197	22
300052	S	98.00001766	22
300052	S	97.36764924	22
300052	S	97.20206934	22
300052	S	97.3288642	22
300052	S	97.21790952	21
300052	S	97.4823852	22
300052	S	96.8839502	21
300052	S	97.2461001	21
300052	S	97.30618535	20
300052	S	97.19933316	24
300052	S	97.26810714	20
300052	S	97.49679318	20
300052	S	97.31444563	20
300052	S	96.67680218	21
300052	S	97.22604895	21
300052	S	97.34689179	21
300052	S	97.3854357	21
300052	S	97.51690959	21
300052	S	97.30915911	21
300052	S	97.43300772	21
300052	S	97.38243425	21
300052	S	97.55977087	21
300052	S	97.21487756	21
300052	S	97.37840825	21
300052	S	97.32584253	20
300052	S	96.86310043	21
300052	S	97.27623813	21
300052	S	98	29
300052	S	97.10305523	21
300052	S	97.08218948	21
300052	S	97.28546687	20
300052	S	97.38568831	20
300052	S	97.42071804	20
300052	S	97.30665552	21
300052	S	97.18381868	20
300052	S	97.18381868	20
300052	S	97.23623882	20
300052	S	97.30377902	22
300052	S	96.88525138	22
300052	S	97.45423246	21
300052	S	97.23813664	21
300052	S	97.28739033	23
300052	S	97.30158921	22
300052	S	97.34442665	22
300052	S	98	22
300052	S	97.37259873	22
300052	S	97.35555493	21
300052	S	97.27837748	22
300052	S	97.2558055	21
300052	S	97.45685849	21
300052	S	97.36297232	21
300052	S	97.2242188	21
300052	S	97.38590311	21
300052	S	97.36758884	21
300052	S	97.0005979	20
300052	S	97.40461087	20
300052	S	97.31073238	20
300052	S	97.33981483	20
300052	S	97.40805563	20
300052	S	97.39324405	20
300052	S	97.00093439	23
300052	S	97.31788539	21
300052	S	97.26740792	21
300052	S	97.26445325	21
300052	S	97.22627476	21
300052	S	96.99309483	21
300052	S	97.22319418	20
300052	S	97.2896857	21
300052	S	97.37560986	20
300052	S	97.49741069	20
300052	S	97.34423608	20
300052	S	97.33949772	20
300052	S	97.31553115	22
300052	S	97.40420404	22
300052	S	97.03496678	21
300052	S	97.02597853	21
300052	S	97.37388539	20
300052	S	96.88525138	28
300052	S	97.27047942	25
300052	S	97.36665392	24
300052	S	98.00000626	24
300052	S	97.24700818	23
300052	S	97.19142181	22
300052	S	97.39272841	22
300052	S	97.21801888	22
300052	S	97.20608189	21
300052	S	97.30623134	21
300052	S	97.39178183	21
300052	S	97.32406462	21
300052	S	97.2489712	21
300052	S	97.33088859	21
300052	S	97.24408106	21
300052	S	96.94243684	22
300052	S	97.28089521	21
300052	S	97.27003587	21
300052	S	97.49619542	21
300052	S	97.30409915	21
300052	S	97.32625121	21
300052	S	97.24107079	20
300052	S	97.2855712	20
300052	S	97.21592256	20
300052	S	97.22715314	22
300052	S	97.4369011	20
300052	S	97.28434544	22
300052	S	96.93733688	23
300052	S	97.45917253	22
300052	S	97.34116823	21
300052	S	97.34655633	21
300052	S	97.3659826	21
300052	S	97.27823143	21
300052	S	97.31123864	21
300052	S	97.32049719	21
300052	S	97.37744316	20
300052	S	97.25639995	20
300052	S	97.12155588	20
300052	S	97.21902348	20
300052	S	96.66971506	21
300052	S	97.40232761	22
300052	S	97.18895425	22
300052	S	97.2796639	21
300052	S	97.29346654	21
300052	S	97.31446232	20
300052	S	97.31132651	20
300052	S	97.45697946	20
300052	S	97.42417459	20
300052	S	97.40964328	20
300052	S	97.23812081	23
300052	S	97.29756926	21
300052	S	97.07445372	21
300052	S	97.99998611	21
300052	S	97.28765392	20
300052	S	97.42505259	20
300052	S	97.32162896	20
300052	S	97.31136177	22
300052	S	97.40297238	22
300052	S	97.23569926	21
300052	S	97.45407338	21
300052	S	97.19223331	27
300052	S	97.55226874	22
300052	S	97.2421136	21
300052	S	94.70511699	25
300052	S	68.79842717	23
300052	S	67.09886713	22
300052	S	67.27172436	22
300052	S	95.81641413	22
300052	S	86.37422009	22
300052	S	83.6657821	21
300052	S	94.3641431	21
300052	S	83.82066122	21
300052	S	86.42540984	20
300052	S	86.75778608	22
300052	S	75.76066712	23
300052	S	0.257320551	22
300052	S	84.17829734	22
300052	S	86.29667299	22
300052	S	86.30672603	21
300052	S	70.56667806	21
300052	S	89.19564307	24
300052	S	93.87221775	21
300052	S	94.89435036	21
300052	S	95.99653647	20
300052	S	93.33840803	20
300052	S	102.4475054	20
300052	S	86.37888965	20
300052	S	64.36647579	23
300052	S	67.28367562	22
300052	S	86.34441792	21
300052	S	67.27172436	21
300052	S	67.28367562	27
300052	S	63.55184343	25
300052	S	95.29309289	25
300052	S	70.3060091	25
300052	S	531.7412403	24
300052	S	94.46903319	24
300052	S	76.64714052	24
300052	S	67.28367562	24
300052	S	86.37888965	22
300052	S	80.34910884	22
300052	S	92.76602345	22
300052	S	86.37888965	21
300052	S	83.36119498	21
300052	S	95.04536206	21
300052	S	96.2485081	21
300052	S	75.62282168	21
300052	S	95.07954526	21
300052	S	86.37422009	20
300052	S	86.37422009	20
300052	S	86.42540984	20
300052	S	75.52747237	20
300052	S	86.37422009	20
300052	S	86.37422009	20
300052	S	86.42540984	20
300052	S	67.74581027	20
300052	S	86.06861199	21
300052	S	82.2274203	24
300052	S	68.79842717	29
300052	S	88.19153055	21
300052	S	68.63738129	21
300052	S	78.71560214	21
300052	S	86.37888965	21
300052	S	95.80293883	21
300052	S	94.05995842	20
300052	S	86.37888965	20
300052	S	92.28261262	20
300052	S	95.97618587	20
300052	S	94.50459185	21
300052	S	66.78757124	22
300052	S	92.30920135	22
300052	S	138.3747099	20
300052	S	92.83244526	22
300052	S	97.30717951	20
300052	S	97.40520062	21
300052	S	97.24972497	21
300062	S	303.1316705	20
300062	S	113.6620317	22
300069	H	100	-16
300069	H	100	-15
300069	H	100	-21
300069	H	100	-16
300069	H	100	-18
300069	H	100	-13
300069	H	151.0794474	-10
300069	H	295.7734571	-12
300069	H	100	-5
300069	H	213.7138879	-11
300069	H	100	-6
300069	H	100	-10
300069	H	100	-6
300069	H	100.0343176	-6
300069	H	100	-6
300069	S	98	24
300069	S	97.80891039	24
300069	S	97.95073086	24
300069	S	97.83061726	24
300069	S	97.84373317	24
300069	S	97.86805642	24
300069	S	97.80334215	24
300069	S	97.84558727	24
300069	S	97.95725463	24
300069	S	97.92075001	24
300069	S	97.90659468	24
300069	S	97.9881968	24
300069	S	97.93956689	24
300069	S	97.94586031	24
300069	S	98.00009562	23
300069	S	97.93557302	23
300069	S	97.72805427	23
300069	S	97.97316722	23
300069	S	97.8394029	23
300069	S	97.79912605	23
300069	S	97.98744606	23
300069	S	97.72802653	23
300069	S	97.93335977	23
300069	S	97.99204341	23
300069	S	97.83450513	22
300069	S	97.99999524	22
300069	S	97.84636959	22
300069	S	97.73553719	22
300069	S	97.73553719	22
300069	S	97.87574669	22
300069	S	97.76052649	22
300069	S	97.96581563	22
300069	S	97.96068653	22
300069	S	97.81527634	22
300069	S	97.82713248	22
300069	S	97.99581318	22
300069	S	97.99999698	22
300069	S	98.00001594	23
300069	S	97.99998606	23
300069	S	97.99999896	21
300069	S	97.9869107	21
300069	S	97.81592532	21
300069	S	97.79053526	21
300069	S	97.97514506	21
300069	S	98.00001594	21
300069	S	98.00000995	21
300069	S	97.85175754	21
300069	S	98.0000649	21
300069	S	97.99998645	21
300069	S	97.99998991	21
300069	S	97.96973803	21
300069	S	97.96524267	21
300069	S	97.85426619	21
300069	S	97.81058869	21
300069	S	97.77043275	21
300069	S	97.77214024	21
300069	S	97.81451074	20
300069	S	97.81936734	20
300069	S	97.73555871	20
300069	S	97.91650321	20
300069	S	97.72802653	20
300069	S	98.00003173	20
300069	S	97.94198281	20
300069	S	98.00001093	20
300069	S	97.75037499	20
300069	S	97.93552616	21
300069	S	97.998239	20
300069	S	97.99999533	20
300069	S	97.94557933	22
300069	S	97.82989808	22
300069	S	97.84284791	21
300069	S	97.93772869	21
300069	S	97.94551178	21
300069	S	97.84464309	21
300069	S	91.35818275	20
300069	S	93.49103905	20
300069	S	61.18503539	20
300069	S	93.47126635	20
300069	S	97.71750247	20
300069	S	97.92372841	20
300069	S	97.78420342	20
300069	S	97.78351108	20
300069	S	97.9455302	23
300069	S	97.94552432	23
300069	S	97.70321222	23
300069	S	97.7361185	23
300069	S	97.82074707	23
300069	S	97.94249626	23
300069	S	97.77253479	22
300069	S	97.79753815	22
300069	S	97.94551698	22
300069	S	97.75038816	22
300069	S	97.75336356	22
300069	S	97.80852175	22
300069	S	97.84175416	22
300069	S	97.75542713	22
300069	S	97.81831559	22
300069	S	97.80914404	22
300069	S	97.93333954	22
300069	S	97.94551698	21
300069	S	97.71781244	21
300069	S	97.80414809	21
300069	S	97.94552529	21
300069	S	97.84409723	21
300069	S	97.86163501	21
300069	S	97.82966957	21
300069	S	97.85527156	20
300069	S	97.84621905	20
300069	S	97.91048145	20
300069	S	97.79259862	20
300069	S	97.86972033	20
300069	S	97.88710634	20
300069	S	97.80241065	20
300069	S	97.94552529	22
300069	S	97.94552529	22
300069	S	97.94552529	22
300069	S	97.99130444	22
300069	S	97.85939828	22
300069	S	97.99478033	22
300069	S	97.99999337	22
300069	S	97.96542932	22
300069	S	97.97983667	22
300069	S	97.83038085	22
300069	S	97.94552529	22
300069	S	97.95524392	22
300069	S	97.8867821	22
300069	S	97.94552529	21
300069	S	97.94552529	21
300069	S	97.94552529	21
300069	S	97.99741836	21
300069	S	97.81791316	21
300069	S	97.87509521	21
300069	S	97.94552529	20
300069	S	97.9455343	21
300069	S	97.94552529	20
300069	S	97.94552529	20
300069	S	97.93971008	20
300069	S	97.86319658	20
300069	S	97.84844551	20
300069	S	97.96580976	20
300069	S	97.88017095	20
300069	S	97.74925889	20
300069	S	93.06896271	20
300069	S	94.12725565	21
300069	S	94.33985726	21
300069	S	96.97313687	22
300069	S	93.99872687	20
300069	S	97.86572742	23
300069	S	97.74649794	23
300069	S	97.83707713	23
300069	S	97.84679827	23
300069	S	97.8628713	23
300069	S	97.81557774	23
300069	S	97.86711314	23
300069	S	97.78818732	23
300069	S	97.87593068	23
300069	S	97.87307565	23
300069	S	97.84478102	23
300069	S	97.86708975	23
300069	S	97.91782698	22
300069	S	97.84920614	22
300069	S	97.88632327	22
300069	S	97.93510996	22
300069	S	97.94548926	22
300069	S	97.94552886	22
300069	S	97.84169999	22
300069	S	97.84782848	22
300069	S	97.81358688	22
300069	S	97.82683536	22
300069	S	97.84452618	22
300069	S	97.85132042	22
300069	S	97.81996376	22
300069	S	97.89933277	21
300069	S	97.74791265	21
300069	S	97.71012536	21
300069	S	97.80538506	21
300069	S	97.85555661	21
300069	S	97.83398927	21
300069	S	97.83494914	21
300069	S	97.89633137	21
300069	S	97.84205203	20
300069	S	97.86222929	20
300069	S	97.85331247	20
300069	S	97.71150477	20
300069	S	97.7860993	20
300069	S	97.83594866	20
300069	S	97.75235919	22
300069	S	97.75195899	22
300069	S	97.79850924	22
300069	S	97.86911138	22
300069	S	97.8209054	22
300069	S	97.83557914	21
300069	S	97.73793161	21
300069	S	97.82664641	21
300069	S	97.79409903	21
300069	S	97.80560928	21
300069	S	97.85487822	21
300069	S	97.78824051	20
300069	S	97.84989259	20
300069	S	97.78962242	20
300069	S	97.97181009	21
300069	S	97.61204814	20
300069	S	97.69001482	20
300069	S	97.83523861	20
300069	S	97.67672758	20
300069	S	97.77858368	20
300069	S	97.84468396	20
300069	S	97.79418352	20
300069	S	97.89170491	20
300069	S	97.88575383	20
300069	S	97.78918876	20
300069	S	97.47569568	20
300069	S	97.80683301	24
300069	S	97.88366504	21
300069	S	97.84819462	21
300069	S	97.84788439	21
300069	S	97.80058687	21
300069	S	97.88065014	21
300069	S	97.88742449	21
300069	S	97.84219956	21
300069	S	97.81221796	21
300069	S	97.89550291	21
300069	S	97.83199156	21
300069	S	97.84565644	21
300069	S	97.81873505	21
300069	S	97.8500805	20
300069	S	97.92181267	20
300069	S	97.82563176	20
300069	S	97.90085583	20
300069	S	97.89667117	20
300069	S	97.81130099	20
300069	S	97.89103583	20
300069	S	97.84432985	20
300069	S	97.86240345	20
300069	S	97.90282265	20
300069	S	97.8556415	20
300069	S	97.94552178	20
300069	S	97.8581108	20
300069	S	97.84645531	20
300069	S	97.94055247	20
300069	S	97.86532804	20
300069	S	97.85514637	20
300069	S	97.77440437	20
300069	S	97.66374148	20
300069	S	97.79691313	20
300069	S	97.90977287	20
300069	S	97.81878158	20
300069	S	97.92354001	20
300069	S	97.94551741	20
300069	S	97.8237184	20
300069	S	97.82838346	20
300069	S	97.82990178	20
300069	S	97.8668936	20
300069	S	97.80449699	20
300069	S	97.94553108	20
300069	S	97.93483097	20
300069	S	97.94251291	20
300069	S	97.93970851	20
300069	S	97.92112795	20
300069	S	97.72887438	20
300069	S	97.85340947	20
300069	S	97.84930334	20
300069	S	97.87713682	20
300069	S	97.83722287	20
300069	S	97.74540502	20
300069	S	97.81138821	20
300069	S	97.83094249	20
300069	S	97.72742349	20
300069	S	97.72802653	20
300069	S	97.88329305	20
300069	S	97.75965348	20
300069	S	97.82870524	20
300069	S	97.92484289	20
300069	S	97.86799542	24
300069	S	97.8368947	24
300069	S	97.8659915	21
300069	S	97.82799433	21
300069	S	97.90627385	21
300069	S	97.79866532	21
300069	S	97.94227521	21
300069	S	97.93116386	21
300069	S	97.77825876	21
300069	S	97.80399757	21
300069	S	97.82458986	21
300069	S	97.86819854	21
300069	S	97.7903346	21
300069	S	97.95590314	21
300069	S	97.95013264	21
300069	S	97.74925796	21
300069	S	97.89575021	20
300069	S	97.93976902	20
300069	S	97.83165927	20
300069	S	97.81902432	20
300069	S	97.8613956	20
300069	S	97.89023272	20
300069	S	97.90728508	20
300069	S	97.66986543	20
300069	S	97.80155891	20
300069	S	97.94374679	20
300069	S	97.78130622	20
300069	S	97.82002952	20
300069	S	97.87041807	20
300069	S	97.76414709	20
300069	S	97.7340118	20
300069	S	97.88881751	20
300069	S	97.79975043	20
300069	S	97.88577981	20
300069	S	97.80552067	20
300069	S	97.75329066	20
300069	S	97.86863554	20
300069	S	97.97002451	20
300069	S	97.91794917	20
300069	S	97.95631689	20
300069	S	97.91003945	20
300069	S	97.88186789	20
300069	S	97.80834904	20
300069	S	97.84880988	20
300069	S	97.72802653	20
300069	S	97.76612238	20
300069	S	97.83061663	20
300069	S	97.91241135	20
300069	S	97.94127675	20
300069	S	97.85811679	20
300069	S	97.95312354	20
300069	S	97.89149004	20
300069	S	97.89737454	20
300069	S	97.95127569	20
300069	S	97.78273054	20
300069	S	97.8564606	20
300069	S	97.93737861	20
300069	S	97.9367284	20
300069	S	97.85947361	20
300069	S	97.9416878	20
300069	S	97.72802653	20
300069	S	97.99999251	20
300069	S	97.77316611	20
300069	S	97.71403502	20
300069	S	97.96746334	20
300069	S	97.63713213	20
300069	S	97.8598991	20
300069	S	97.84056888	20
300069	S	97.12926935	20
300069	S	97.90019878	20
300069	S	97.86302706	20
300069	S	97.82581166	20
300069	S	97.8618379	20
300069	S	97.83453111	20
300069	S	97.81322103	20
300069	S	97.8174091	20
300069	S	97.83181533	20
300069	S	97.79257925	20
300069	S	97.84545994	20
300069	S	97.86188215	20
300069	S	97.85301112	20
300069	S	97.87837864	20
300069	S	97.83516006	20
300069	S	97.84247784	23
300069	S	97.81117236	21
300069	S	48.85023433	21
300069	S	96.94792717	21
300069	S	60.15841584	20
300069	S	97.79859086	22
300069	S	97.94132439	22
300069	S	97.90216069	22
300069	S	97.86686541	22
300069	S	97.87095207	22
300069	S	97.5903298	22
300069	S	97.26965689	22
300069	S	97.76422594	22
300069	S	97.81787214	21
300069	S	97.82868954	22
300069	S	97.72802653	21
300069	S	97.76163035	21
300069	S	97.75172857	21
300069	S	97.87027901	21
300069	S	97.76615285	21
300069	S	96.92581191	20
300069	S	97.79989146	22
300069	S	97.72802653	20
300069	S	96.74252405	20
300069	S	97.86823142	20
300069	S	97.95707601	20
300069	S	97.80554374	20
300069	S	97.79122878	20
300069	S	97.72802653	20
300069	S	97.95146622	20
300069	S	97.97519288	20
300069	S	97.77781479	20
300069	S	97.78091405	20
300069	S	97.94552529	22
300069	S	97.79892124	22
300069	S	97.77442988	22
300069	S	97.8022839	21
300069	S	97.94551929	22
300069	S	97.94552529	21
300069	S	97.72802653	21
300069	S	97.94553667	20
300069	S	97.98119099	20
300069	S	97.94551929	20
300069	S	97.79822961	20
300069	S	97.78313039	20
300069	S	97.93572788	22
300069	S	97.94551929	22
300069	S	97.87827549	21
300069	S	97.96105167	21
300069	S	97.9455343	21
300069	S	97.82243988	21
300069	S	97.88396324	21
300069	S	97.94553862	21
300069	S	97.70598119	21
300069	S	95.99285144	22
300069	S	88.33412148	22
300069	S	89.8504188	21
300069	S	94.43467581	21
300069	S	94.5168198	21
300069	S	92.54383436	21
300069	S	89.50157851	21
300069	S	91.92132489	21
300069	S	87.81021624	21
300069	S	86.00163766	21
300069	S	86.02919708	21
300069	S	86.02919708	21
300069	S	93.65805612	21
300069	S	93.90664917	21
300069	S	93.2711184	21
300069	S	94.47281141	21
300069	S	92.13268639	21
300069	S	95.8802431	21
300069	S	93.53041012	20
300069	S	96.82930213	20
300069	S	95.71626087	20
300069	S	97.94552529	20
300069	S	97.65629464	20
300069	S	97.76709761	20
300069	S	97.94552529	20
300069	S	97.94552374	20
300069	S	97.73775928	20
300069	S	97.72802653	20
300069	S	97.85237515	20
300069	S	97.90338426	20
300069	S	97.77655662	20
300069	S	97.85620196	22
300069	S	97.84121001	22
300069	S	97.85453958	21
300069	S	97.83265234	21
300069	S	97.82351315	21
300069	S	97.72801427	21
300069	S	97.77337045	20
300069	S	97.85069821	20
300069	S	97.08489112	20
300069	S	97.33533951	20
300069	S	97.89475708	20
300069	S	97.75553024	22
300069	S	97.78237061	22
300069	S	97.72982074	21
300069	S	97.82716987	21
300069	S	97.73508374	21
300069	S	97.60052138	20
300069	S	97.94584955	20
300069	S	97.85812534	20
300069	S	97.83620406	22
300069	S	97.80171678	22
300069	S	97.73448348	22
300069	S	97.94552529	21
300069	S	97.73609685	21
300069	S	97.77777778	21
300069	S	97.73809332	21
300069	S	97.94552076	20
300069	S	97.88837569	20
300069	S	97.94552325	20
300069	S	97.8111966	20
300069	S	97.88208205	20
300069	S	97.70478046	20
300069	S	97.78648049	20
300069	S	97.54210835	20
300069	S	97.78697016	20
300069	S	97.90377299	20
300070	S	97.99405951	24
300070	S	97.99027085	28
300070	S	97.99384675	28
300070	S	97.98097625	28
300070	S	97.98545632	22
300070	S	97.99998718	21
300070	S	97.99390593	21
300070	S	97.98938907	21
300070	S	97.99704619	24
300070	S	97.9948551	23
300070	S	9.391134237	22
300072	H	100	-11
300072	H	100	-12
300072	H	100	-10
300072	H	100	-10
300072	H	100	-9
300072	H	100	-35
300072	H	100	-31
300072	H	100	-29
300072	H	100	-22
300072	H	100	-33
300072	H	100	-32
300072	H	100	-32
300072	H	100	-32
300072	H	100	-32
300072	H	100	-32
300072	H	100	-26
300072	H	100	-26
300072	H	100	-32
300072	H	100	-32
300072	H	100	-37
300072	H	100	-28
300072	H	100	-15
300072	H	100	-16
300072	H	100	-20
300072	H	100	-20
300072	H	100	-19
300072	H	100	-11
300072	H	100	-26
300072	H	100	-26
300072	H	183.2236257	-29
300072	H	111.7898147	-36
300072	H	100.0188783	-26
300072	H	100	-26
300072	H	100	-26
300072	H	100	-26
300072	H	100	-32
300072	H	100	-21
300072	H	100	-36
300072	H	100	-25
300072	H	100	-25
300072	H	100	-25
300072	H	100	-31
300072	H	100	-17
300072	H	100	-19
300072	H	100.7617027	-19
300072	H	100	-19
300072	H	100.8944381	-19
300072	H	100	-22
300072	H	100	-17
300072	H	100	-15
300072	H	100	-12
300072	H	100	-12
300072	H	171.8607486	-10
300072	H	100	-3
300072	H	100	-7
300072	S	97.76387095	20
300072	S	98.00000877	20
300072	S	97.74734506	20
300072	S	97.68854885	20
300072	S	97.67002563	20
300072	S	97.63166333	20
300072	S	97.63885417	21
300072	S	97.71877429	21
300072	S	97.75988503	22
300072	S	97.7239819	27
300072	S	97.7290434	21
300072	S	97.65176511	20
300072	S	97.59065569	20
300072	S	97.69809646	20
300072	S	97.54815182	20
300072	S	97.6651754	20
300072	S	97.72664258	20
300072	S	97.56336209	20
300072	S	97.66896811	21
300072	S	97.48572531	20
300072	S	97.59225026	20
300072	S	97.59231633	21
300072	S	97.51456022	22
300072	S	97.73648884	27
300072	S	97.54779667	27
300072	S	97.72915387	21
300072	S	97.73350027	20
300072	S	97.77348765	23
300072	S	97.75542395	22
300072	S	97.66446029	22
300072	S	97.65474456	21
300072	S	97.64964055	21
300072	S	97.65678788	21
300072	S	97.72595563	20
300072	S	97.60505018	20
300072	S	97.75615741	20
300072	S	97.68731496	20
300072	S	97.72279378	20
300072	S	97.81786872	23
300072	S	97.61225652	20
300072	S	97.7565123	20
300072	S	97.68369939	20
300072	S	97.66614304	28
300072	S	97.60555458	27
300072	S	97.46877853	25
300072	S	97.656247	25
300072	S	97.68701095	25
300072	S	97.74788425	23
300072	S	97.58445013	23
300072	S	97.76916377	23
300072	S	97.85598947	22
300072	S	98	22
300072	S	97.85775262	22
300072	S	97.76769179	22
300072	S	97.49396564	22
300072	S	97.7425656	22
300072	S	97.7988418	22
300072	S	97.48412183	22
300072	S	97.61585755	22
300072	S	97.57932839	22
300072	S	97.729019	22
300072	S	97.72872149	22
300072	S	97.77618806	22
300072	S	97.69382556	22
300072	S	97.56769765	22
300072	S	97.44094823	22
300072	S	97.73220527	22
300072	S	97.7218577	22
300072	S	98.00000717	21
300072	S	97.90353826	21
300072	S	97.6554224	21
300072	S	97.39047619	21
300072	S	97.5985512	21
300072	S	97.72867323	21
300072	S	97.65832518	21
300072	S	97.71864918	21
300072	S	97.78120409	21
300072	S	97.70932439	21
300072	S	97.64259078	21
300072	S	97.72310406	21
300072	S	97.6664965	21
300072	S	97.72991987	21
300072	S	97.67158186	21
300072	S	97.67001615	20
300072	S	97.72120474	20
300072	S	97.6553565	20
300072	S	97.64123545	20
300072	S	97.76145523	20
300072	S	97.64968368	20
300072	S	97.72576737	22
300072	S	97.65317631	22
300072	S	97.66805828	22
300072	S	97.53143769	20
300072	S	97.3904621	20
300072	S	97.61541908	22
300072	S	97.64165541	22
300072	S	97.7069511	21
300072	S	97.65209001	21
300072	S	97.71094252	21
300072	S	97.65438889	21
300072	S	97.5492328	21
300072	S	97.62083822	21
300072	S	97.74349569	21
300072	S	97.8210223	28
300072	S	97.87356656	28
300072	S	97.88374245	28
300072	S	97.93711688	25
300072	S	97.55800274	20
300072	S	97.61057834	20
300072	S	97.92360607	20
300072	S	97.69923746	20
300072	S	97.88005862	22
300072	S	97.66722803	20
300072	S	97.6925666	20
300072	S	97.64338712	27
300072	S	97.59863486	26
300072	S	97.56934643	23
300072	S	97.56365732	20
300072	S	97.78968978	21
300072	S	97.59587628	21
300072	S	97.64512966	20
300072	S	97.74299897	20
300072	S	97.69611666	25
300072	S	97.71873064	22
300072	S	97.72151529	21
300072	S	97.683296	21
300072	S	97.82203131	21
300072	S	97.65264944	20
300072	S	97.67047623	21
300072	S	98.00001727	21
300072	S	97.73353241	22
300072	S	97.77443184	22
300072	S	97.57416165	21
300072	S	97.69481107	24
300072	S	97.68937718	23
300072	S	97.70076449	23
300072	S	97.71171255	21
300072	S	97.74762555	21
300072	S	97.7790761	21
300072	S	97.74931981	21
300072	S	97.73339335	21
300072	S	97.7230059	21
300072	S	97.93731078	21
300072	S	97.66584932	20
300072	S	97.44395427	21
300072	S	97.76192708	20
300072	S	97.49907938	29
300072	S	97.63800361	26
300072	S	97.6730913	22
300072	S	97.62789827	21
300072	S	97.53244581	20
300072	S	97.74006876	20
300072	S	97.73620588	23
300072	S	97.68553635	22
300072	S	97.64158561	22
300072	S	97.68498102	21
300072	S	97.81737786	21
300072	S	97.67780699	20
300072	S	97.76731886	20
300072	S	97.72758999	24
300072	S	97.665752	24
300072	S	97.72565629	24
300072	S	97.64765176	24
300075	S	98	29
300075	S	98	29
300075	S	98	29
300075	S	98	23
300075	S	98.00000099	22
300075	S	98.00000127	21
300075	S	98	20
300075	S	97.99998797	20
300075	S	97.99998922	22
300075	S	97.97042169	21
300075	S	98	21
300075	S	97.99999267	21
300075	S	97.99971926	29
300075	S	97.99994898	33
300075	S	98.00000988	23
300075	S	97.99998772	23
300075	S	97.99999496	23
300075	S	97.9999874	22
300075	S	97.96275173	22
300075	S	97.9999933	22
300075	S	98.00000482	22
300075	S	97.99999223	21
300075	S	98.00001321	21
300075	S	97.96774835	20
300075	S	97.96298456	20
300075	S	98.00000634	22
300075	S	98.00000513	21
300075	S	97.96215714	22
300075	S	98.00000157	21
300075	S	97.88266138	21
300075	S	97.96762479	20
300075	S	97.96685507	20
300075	S	97.97658438	20
300075	S	97.97976876	20
300075	S	97.96778209	20
300075	S	97.92972643	21
300075	S	97.95948623	21
300075	S	97.96963002	21
300075	S	97.96495608	20
300075	S	98.00001101	20
300075	S	97.98052857	20
300075	S	98.0000068	22
300075	S	97.97365212	21
300075	S	97.99999188	20
300075	S	97.96815092	20
300075	S	97.95587672	20
300075	S	98	21
300075	S	97.99999192	23
300075	S	98.00000787	22
300075	S	97.99999394	21
300075	S	98	20
300075	S	97.99999333	30
300075	S	97.99998243	28
300075	S	98	21
300075	S	97.99999628	22
300075	S	98	21
300075	S	97.9999902	24
300075	S	97.94453518	24
300075	S	98.00000818	23
300075	S	97.9643971	23
300075	S	97.99999166	21
300075	S	97.95847418	20
300075	S	98.00000782	20
300075	S	97.96851437	20
300075	S	68.16033426	25
300075	S	98.00000268	22
300075	S	97.99998942	22
300075	S	98.00000964	23
300075	S	98.00000925	22
300075	S	98	22
300075	S	97.95311524	20
300075	S	98	28
300075	S	97.97345535	23
300075	S	98.00000528	21
300075	S	97.95311418	21
300075	S	97.9731485	21
300075	S	98.00000507	20
300075	S	97.99999155	22
300075	S	98.00001415	24
300075	S	97.98753223	24
300075	S	97.99998902	22
300075	S	98.00000367	21
300075	S	98.00001061	21
300075	S	98.00003163	21
300075	S	97.95185871	21
300075	S	97.95125816	21
300075	S	97.94077979	21
300075	S	97.99999163	20
300079	H	100	-18
300079	H	100	-15
300079	H	100	-15
300079	H	100	-1
300079	H	100	-1
300079	H	100	-1
300079	H	100	-1
300079	H	100	-7
300079	H	100	-10
300079	H	100	-5
300079	H	409.4983744	-20
300079	H	535.9248461	-24
300079	H	100	-12
300079	H	373.9673547	-28
300079	H	100	-16
300079	S	93.6130814	23
300079	S	94.69776113	22
300079	S	97.12476006	22
300079	S	95.98682735	22
300079	S	95.04757177	30
300079	S	96.98058737	27
300079	S	95.78593767	25
300079	S	94.51286314	26
300079	S	96.84993743	26
300079	S	97.99999895	32
300079	S	98.00001253	31
300079	S	98.00000749	30
300079	S	97.9999883	29
300079	S	98.00000948	29
300079	S	97.99999267	29
